 Blood Bank Name, State, District, City, Address,Pincode, Contact No, Mobile, Helpline, Email, Nodal Officer , Contact Nodal Officer, Mobile Nodal Officer, Email Nodal Officer, Category, License #
District Hospital ,Uttarakhand,ALMORA,Almora,"District Hospital, Almora",263601,0596 223 0225,9412163496,N/A,bbdhalmora@gmail.com,Dr. R.S. Shahi,,9557929638,bbdhalmora@gmail.com,Government,N/A
Govind Singh Mahra Government Hospital Blood Bank,Uttarakhand,ALMORA,Ranikhet,"GSM Government Hospital, Ranikhet ",263645,05962 30064,9410161710,N/A,,Dr. S.K Dixit,9412325961,9412325961,sandeepkd68@gmail.com,Government,1/UA/SC/P/BB/2011
Gopeshwar (Chamoli) District Hospital Blood Bank,Uttarakhand,CHAMOLI,Gopeshwar,"District Hospital, Gopeshwar (Chamoli)",246401,01372 222230,8958716843,N/A,,Dr. Yashoda Pal ,,9411355430,gprcmr@gmail.com,Government,N/A
"Doon Hospital, District Hospital Blood Bank ",Uttarakhand,DEHRADUN,Dehradun,"Court Road, Nagar Nigam, Dehradun",248001,N/A,9456174232,N/A,doonbloodbank16@gmail.com,Dr. S.K. Nautiyal,9456174232,9456174232,N/A,Government,N/A
IMA Blood Bank of Uttarakhand,Uttarakhand,DEHRADUN,Dehradun,"47, Ballupur Road, Dehradun ",248001,"0135 2755010, 0135 2755011",N/A,N/A,info@imabbua.org.in,Dr Sanjay Upreti,,8938801001,dt@imabbua.org.in,Charity,1/UA/SC/P/BB/2006
Max Super Speciality Hospital Blood Bank,Uttarakhand,DEHRADUN,Dehradun,"Mansa Malsi, Khasra No. 165-166, Massorie Diversion Road
Near indian oil petrol Pump",248001,0135 6673031,9997159330,N/A,daljit.kaur@maxhealthcare.com,Dr.Daljit Kaur,,8826788911,doc.daljit@gmail.com,Private,UP/B&BP/2006/
Sainik (Military Hospital) Hospital Blood Bank,Uttarakhand,DEHRADUN,Dehradun,"Army Canteen, Dehradun ",248001,0135 2702413,N/A,N/A,,Dr. S.K. Goyal ,0135 2706520,N/A,N/A,Government,N/A
Shri Mahant Indiresh Hospital Blood Bank,Uttarakhand,DEHRADUN,Dehradun,"Patel Nagar, Dehradun ",248001,"0135 2522270, 01356672576",9557016224,N/A,smih.lab@gmail.com,Dr. Rajnish Kumar,9557016224,9557016224,rajnishkumar1965@gmail.com,Private,1/sc/p of 2004
Himalayan Institute Trust Blood Bank,Uttarakhand,DEHRADUN,Doiwala,"HIHT, Jolly Grant, Dehradun
Near Airport",248016,0135 247 1455,9411013626,N/A,hod.bloodbank@srhu.edu.in,Dr. Geeta Negi,9411013626,9411013626,gita_12@rediffmail.com,Charity,N/A
SPS Government Hospital Blood Bank,Uttarakhand,DEHRADUN,Rishikesh,"SPS Government Hospital, Rishikesh ",249201,"0135 2430096,  0135 2431032",9412403065,N/A,bloodbanksps@gmail.com,Dr Mukesh Kumar Pandey,8979719587,8979719587,growntoearth@gmail.com,Government,N/A
 AIIMS Rishikesh,Uttarakhand,DEHRADUN,Rishikesh,"Virbhadra Marg, Pashulok, Rishikesh.",249 201,0135 2462967,,,,Dr. Nilotpal Chowdhury,0135 2462967,,"nilotpal.chowdhury@gmail.com,transfusionmedicineris@gmail.com",Government,
HMG District Hospital Blood Bank Haridwar,Uttarakhand,HARIDWAR,Haridwar,"Bilkeshwar Road, Near Mela Hospital, Laltaro Pul, Haridwar",249401,N/A,"09412379159, 09690005344",N/A,,Dr Shahnawaj Khan,9412379159,9412379159,shahnawaz.khan032@gmail.com,Government,N/A
Ramakrishna Mission Sevashrana Blood Bank,Uttarakhand,HARIDWAR,Haridwar,"Opposite to Harihar Ashram, Ramakrishna Mission",249408,1334244985,9412379159,N/A,rkmkankhal@gmail.com,Dr A.B.Dutta,01334 244176,8010985044,N/A,Charity,N/A
BHEL Hospital Blood Bank ,Uttarakhand,HARIDWAR,Haridwar,"Near HDFC bank BHEL, Haridwar ",249403,1334281217,N/A,N/A,dranjali@bhelwr.co.in,Dr. Anjali Mishra ,9410395998,9410395998,dranjali@bhelhwr.co.in,Private,N/A
Government Combined Hospital Blood Bank Roorkee,Uttarakhand,HARIDWAR,Roorkee,"Government Hospital, Dehradun Road, Roorkee
Near Idgah chowk",247667,133 2264333,9412403065,N/A,civil.bloodbank@gmail.com,,,9917660008,1234cg@gmail.com,Government,1/UA/SC/P/BB
Sainik Hospital Blood Bank,Uttarakhand,HARIDWAR,Roorkee,"Army Canteen, Roorkee",247667,01332 279976,N/A,N/A,,Lt. Col. K. Pathania,1334427360,N/A,N/A,Government,N/A
Dr. Susheela Tiwari Memorial Hospital Blood Bank,Uttarakhand,NAINITAL,Haldwani,"STM Govt Hospital Rampur Road, Haldwani. 
Opposite to FTI Building",263139,"05946, 234104, 3313, 3312","09997244005, 09412951518",N/A,bloodbank009@gmail.com,,9997244005,N/A,N/A,Government,N/A
Soban Singh Jeena Base Hospital (SSJ) Blood Bank,Uttarakhand,NAINITAL,Haldwani,"Near Roadways Bus Stand, Haldwani ",263139,0594 625 0223,9412913888,N/A,bloodbankbasehaldwani@gmail.com,Dr. C.S Hayanki ,,9412436440,N/A,Government,N/A
Government Combined Hospital Blood Bank,Uttarakhand,PAURI GARHWAL,Kotdwar,"Government Hospital Pauri Road, Kotdwar",246149,"01382 222021, 01382 229740",9411739473,N/A,,Dr. Subhash Kumar ,1382229937,9411739473,N/A,Government,1/UA/SC/P/BB
District Hospital Blood Bank,Uttarakhand,PAURI GARHWAL,Pauri Garhwal,"District Hospital, Pauri Garhwal",246001,01368 222086,N/A,N/A,N/A,Dr. S. Kandwal ,9412403065,9412403065,N/A,Government,N/A
H.N. Bahuguna Government Base Hospital Blood Bank,Uttarakhand,PAURI GARHWAL,Srinagar,"Base Hospital, Badrinath Road, Srinagar ",246174,01346 222706,9412040359,N/A,N/A,Dr. Satish Kumar ,9412040359,9412040359,N/A,Government,N/A
B.D. Pandey District Hospital Blood Bank,Uttarakhand,PITHORAGARH,Pithoragarh,"District Hospital Mallital, Nainital ",262501,05942 235022,9412951518,N/A,drsharma377@gmail.com,Narendra Sharma,5964225229,,N/A,Government,N/A
B.D. Pandey (P) Hospital Blood Bank,Uttarakhand,PITHORAGARH,Pithoragarh,"B.D. Pandey District Hospital, Pithoragarh ",262501,05964 25687,9411119184,N/A,N/A,Dr. N.Sharma ,9411119184,9411119184,N/A,Government,N/A
L.D. Bhatt Governmentt Hospital Kashipur,Uttarakhand,UDHAM SINGH NAGAR,Kashipur,"Ramnagar Road Kashipur Udam singh nagar,
Opposite to Domino&#39;s Kashipur Ramnagar Road",244713,05947 278443,9568100123,N/A,bloodsafetyldbhksp@gmail.com,Dr. Manu Pandey,9719000555,9719000555,drmanupandey@gmail.com,Government,N/A
Jeevan Rekha Hospital Blood Bank,Uttarakhand,UDHAM SINGH NAGAR,Kashipur,"Kachnal Gazi, Manpur Road",244713,"05947 261203, 05947 261202",9837855132,N/A,jrhospital@gmail.com,Dr.Bharat Bhushan,,9639008900,drbhushaabharat@gmail.com,Private,N/A
Chamunda Hospital Blood Bank ,Uttarakhand,UDHAM SINGH NAGAR,Kashipur,"Chamunda Hospital, Kashipur ",244713,N/A,9411270462,N/A,N/A,Dr. A.S. Rana ,9410735514,N/A,N/A,Private,1/UA/SC/P/BB
Jawahar Lal Nehru District Hospital (JLN ) Blood Bank,Uttarakhand,UDHAM SINGH NAGAR,Rudrapur,"Kichha Road, Rudrapur, Near Indra Chouk",263153,N/A,9412088195,N/A,bbrudrapur@gmail.com,Dr. Ajay Mohan Sharma,9756206298,9756206298,amsharmadr@gmail.com,Government,N/A
Uttarkashi District Hospital Blood Bank,Uttarakhand,UTTAR KASHI,Uttar Kashi,"District Hospital, Near Vishwanath Temple",249193,0137 422 2082,9410735514,N/A,bloodbankuttarkashi@gmail.com,Dr. Sanjeev Kumar,,9412008294,bloodbankuttarkashi@gmail.com,Government,N/A
Barasat District Hospital Blood Bank,West Bengal,24 PARAGANAS NORTH,Barasat,P.O. Barasat,700124,033 25840347,9433141123,,,Dr. Suprio Mitra,9851400300,9851400300,NA,Government,DL-41-MB/SLA/CLAA/WB
Base Hospital Blood Bank Barrackpore,West Bengal,24 PARAGANAS NORTH,Barrackpore,North 24-Paraganas,743101,N/A,N/A,N/A,,NA,NA,NA,,Government,DL-41-MB/SLA/CLAA/WB
Barrackpore S.D. Hospital (Dr. B.N. Bose) Hospital Blood Bank,West Bengal,24 PARAGANAS NORTH,Barrackpore,"Barrackpore, District- North 24 Parganas P.O. Barrackpore",700120,033 25923676 ,9830042202,N/A,,Dr. P. Mondal,9433350085,9433350085,NA,Government,DL-32-MB/SLA/CLAA/WB
S.D. Hospital Blood Bank Basirhat,West Bengal,24 PARAGANAS NORTH,North 24 Parganas,P.O. Basirhat,743411,03217 267506,9830139352,N/A,,Dr. Haripada Mondal,9733649581,9733649581,NA,Government,DL-30-MB/SLA/CLAA/WB
Bongaon S.D. Hospital Blood Bank (Dr. J.R. Dhar),West Bengal,24 PARAGANAS NORTH,North 24 Parganas,P.O. Bongaon,743235,03215 255073,"09434557979, 09933497066",N/A,,Dr. Gopal Poddar,9433169164,9433169164,NA,Government,DL-116-MB/SLA/CLAA/WB
Canning Sub Divisional Hospital Blood Bank,West Bengal,24 PARAGANAS SOUTH,Canning Town,Canning,743329,03218 255 242,9830978592,,bloodbank.canningsdh@gmail.com,Dr. Ambalika Mondal,,9433169430,bloodbank.canningsdh@gmail.com,Government,DL-40-MB/SLA/CLAA/WB
Diamond Harbour Hospital Blood Bank,West Bengal,24 PARAGANAS SOUTH,Diamond Harbour,"Diamond Harbour Rd, Harindanga",743331,"03174 255237, 03174-255346",9432886141,,bloodbank.dhdh@gmail.com,Dr. Moumita Naskar,,7501123566,bloodbank.dhdh@gmail.com,Government,DL-47-MB/SLA/CLAA/WB
Baruipur Sub-Divisional Hospital Blood Bank,West Bengal,24 PARAGANAS SOUTH,South 24 Parganas,"Subuddhipur, Baruipur,",700144,"033 2433 5303, 03324332043","09732770718, 94325 82068","033 2433 2036, 98363 83370",bb.baruipursdh@gmail.com,Dr Gautam Mukherjee,,9681440689,subhatam@gmail.com,Government,DL-147-MB/SLA/CLAA/WB
Bankura Sammilani Medical College and Hospital Blood Bank,West Bengal,BANKURA,Bankura,"Gobindanagar, P.O.- Kenduadihi",722102,"03242 241366, 03242 244701, 702, 703",9467159242,N/A,moicbloodbankbsmch@gmail.com,Dr.Sudarsan saren,,9434149948,dr.sudarsansaren@gmail.com,Government,DL-35-MB/SLA/CLAA/WB
Little Heart Childrens Hospital Private Limited Blood Bank,West Bengal,BANKURA,Bankura,"271/7/1, Taragoti Samanta Road, Kenduadihi
",722102,"03242 243352,  03242 243829",9830275127,N/A,,Dr. Anabadya Sen ,8900749035,8900749035,NA,Private,DL-124-MB/SLA/CLAA/WB
Bishnupur S.D. Hospital Blood Bank ,West Bengal,BANKURA,Bishnupur,P.O. Bishnupur,722122,03244 253075,9932772938,,ramprasadmandal686@gmail.com,Dr Ramprasad Mandal,,9932772938,"ramprasadmandal686@gmail.com, supdtsdhbb@gmail.com",Government,DL-77-MB/SLA/CLAA/WB
Khatra SD Hospital Blood Bank,West Bengal,BANKURA,Khatra,Hospital Road,722140,03243-256029,9830322157,,bloodbankkhatra@gmail.com,Dr. Subrata Biswas,,9434160366,dr.subrata.bsp@gmail.com,Government,DL-144-MB/SLA/CLAA/WB
Asansol District Hospital Blood Bank ,West Bengal,BARDHAMAN,Asansol,"SB Gorai Rd, Hamid Nagar",713301,0341  2304040,9732335118,,asansolbloodbank@gmail.com,Dr. Sanjit Chatropadhyay,,9474347380,chatterjee.sanjit@yahoo.com,Government,DL-74-MB/SLA/CLAA/WB
ECL Central Hospital Kalla Blood Bank ,West Bengal,BARDHAMAN,Asansol,"Domohani Rd, C H Kalla, Near Kazi Nazrul University",713340,0341 221910 ext 1125,9477463948,,,Dr. Saroja Nand Jha,,9434797159,sarojanandjha1961@gmail.com,Government,DL-82-MB/SLA/CLAA/WB
Divisional Railway Hospital Blood Bank Asansol,West Bengal,BARDHAMAN,Bardhaman,Asansol,713225,0341 2220529,9434373298,N/A,,,,,,Government,DL-41-MB/SLA/CLAA/WB
Kasturba Gandhi Hospital Blood Bank,West Bengal,BARDHAMAN,Burdwan,"Chittaranjan Locovotive Works, Barddhaman Rd, Alipore
",713331,"0341 252 5645, 0342 2525822","09163340505, 09830040499",,,Dr. Shyamal Mukherjee,9163340505,9163340505,,Government,DL-100-MB/SLA/CLAA/WB
Rashmi Blood bank,West Bengal,BARDHAMAN,Burdwan,"Saheed Shibsankar Seba Samity, Baburbag Rd, Baburbag, 
Near Burdwan Fire Station",713104,0342 2657251,9830071948,,rbbbdn@gmail.com,Dr. Sanjib Samanta,,9434575299,sanjibsamanta1951@gmail.com,Charity,DL-86-MB/SLA/CLAA/WB
Burdwan Medical College and Hospital Blood Bank,West Bengal,BARDHAMAN,Burdwan Sadar,"Near Baburbag Road, Bardhaman University",713104,"03422665908, 0342 2559777",9831964064,1800 180 5522,bloodbankbmch2@gmail.com,Dr. Sudip Dhibar ,,8945895087,drsomadattaghosh@gmail.com,Government,DL-37-MB/SLA/CLAA/WB
Burnpur Hospital SAIL-ISP Blood Bank,West Bengal,BARDHAMAN,Burnpur,IiSCO Steel Plant Ltd,713325,"0341 2231332, 0341 2231227","09434961344, 09933778710",,burnpurhospital@gmail.com,Dr. M.S Mondal,,9434776645,drmsmondal@gmail.com,Government,DL-101-MB/SLA/CLAA/WB 
Sanctoria Hospital Blood Bank,West Bengal,BARDHAMAN,Dishergarh Burdwan,"2, Jhalbagan, Sanctoria",713333,"0341 2523576, 0341 2523577, 0341-2521035","094267 24378, 09832096884",,pankajasn@rediffmail.com,Dr. P. K. Mondal,,9332200324,pankajasn@rediffmail.com,Government,DL-81-MB/SLA/CLAA/WB
Bidhannagar Sub-Divisional Hospital Blood Bank ,West Bengal,BARDHAMAN,Durgapur,"Bidhannagar, Dr. Zakir Hussain avenue",713206,"0343 253 4153, 0343 2533951",,,durgapursdhbb@gmail.com,Dr. Arindam Ghosh,,9433609994,arindam01998@gmail.com,Government,DL-29-MB/SLA/CLAA/WB
Durgapur Steel Plant Hospital Blood Bank,West Bengal,BARDHAMAN,Durgapur,"J. M. Sengupta Road, Durgapore-V, Burdwan (west),B-Zone.",713205,"03432746319, 0343 2745967","09434792433, 09434792785",,dspbloodbank@gmail.com,Dr. S.N Chowdhary ,,09434792433/9434792785,choudhary.sn@rediffmail.com,Government,DL-62-MB/SLA/CLAA/WB
The Mission Hospital Blood Bank (A Unit of Durgapur Medical Centre Private Limited),West Bengal,BARDHAMAN,Durgapur,"Plot No: 219(P), Sector-2C, Iman Kalyan Sarani, Bidhan Nagar",713212,"0343 2535555,Ext:-188","09800881800, 09800881649, 09800881728","09233355555, 9800881600",bloodbank@themissionhospital.in,Dr. Suvro Sankha Datta,,"09800881728, 09800881800",suvro.datta@gmail.com,Private,DL-127-MB/SLA/CLAA/WB
Vivekananda Hospital Private Limited Blood bank,West Bengal,BARDHAMAN,Durgapur,"Dr. Zakir Hussain Avenue, Bidhan Nagar
Beside Durgapur Esi Hospital",713206,"0343 2532430 , 2531001, 2531002, 2531003 ",7797343434,080010 24444,bloodbankvhpl@gmail.com,Dr. Sujit Kumar Sarkar,8001111133,9933609660,drsujitsarakar34@gmail.com,Private,DL-141-MB/SLA/CLAA/WB
IQ City Narayana Multispeciality Hospital Blood Bank,West Bengal,BARDHAMAN,Durgapur,"Sovapur, Bijra Road, Jemua",713206,"0343 2608522, 0343 260 8000, 3432608335",9163324545,0343 260 8000,bloodbank@iqct.in,Dr S K Mishra,,9800765308,,Private,DL-142-MB/SLA/CLAA/WB
Kalna Sub Divisional Hospital Blood Bank ,West Bengal,BARDHAMAN,Kalna,STKK Road,713409,03454 255052,,,kalnabloodbank@gmail.com,Dr. Parthasarathi Gangopadhyay,,9126442648,kalnasdhospital@gmail.com,Government,DL-25-MB/SLA/CLAA/WB
"Hemraj Blood Bank, Katwa S.D. Hospital",West Bengal,BARDHAMAN,Katwa,"Kachari Road, ",731130,03453 255060,9933304056,,hemrajbbksdh@gmail.com,Dr. Banibrta Acharya,,9434387842,hemrajbbksdh@gmail.com,Government,DL-48-MB/SLA/CLAA/WB
Life Line Blood Bank,West Bengal,BARDHAMAN,Raniganj,"N.C.B. Road, P.O.- Raniganj, Burdwan 
Near Neilkantha Hotel",713347,0341 2440590,9831461331,,bloodbank.raniganj@yahoo.in,Asit Roy,,9434887081,,Private,DL-89-MB/SLA/CLAA/WB
Rampurhat S.D. Hospital Blood Bank,West Bengal,BIRBHUM,Birbhum,"P.O. Rampurhat, Rampurahat hospital Road, Besides of NH-60
",731224,"03461 255102, 03461 255285",9932613072,N/A,rsdhbb84@gmail.com,Dr. P. K. Sana,7586070974,7586070974,rampurhatsdh@rediffmail.com,Government,DL-106-MB/SLA/CLAA/WB
Bolpur Sub Divisional Hospital Blood Bank,West Bengal,BIRBHUM,Bolpur,Nanoor Chandidas Road,731204,03463 221136,9831187021,,bolpurbloodbank@gmail.com,Dr. Tirthankar Chandra,,9232362053,bolpurbloodbank@gmail.com,Government,DL-111-MB/SLA/CLAA/WB
Suri Sadar District Hospital Blood Bank,West Bengal,BIRBHUM,Suri,P.O. Suri,731101,"03462 255483, 03462 255766",9474778520,N/A,bloodbanksuridh@gmail.com,Dr. A. Roy,9830388785,9830388785,NA,Government,DL-119-MB/SLA/CLAA/WB
Cooch Behar Municipality Hospital Blood Bank,West Bengal,Cooch Behar,Cooch Behar,"Cooch Behar Municipality Building (Ground Floor), Near Sagar Dighi, Po - Cooch Behar",736101,03582 222286,,,chairmancbm@gmail.com,Dr Jayanta Kr Mohanta,,9923352879,,Government,DL-90-MB/SLA/CLAA/WB
M.J.N Hospital Blood Bank,West Bengal,Cooch Behar,Cooch Behar,Silverjubilee Road,736101,03582 231049,9433135529,,mjnbloodbank@gmail.com,Dr. Pranab Kr Das,,943411441,,Government,DL-78-MB/SLA/CLAA/WB
"St. John Ambulance Association, Cooch Berar District Centre",West Bengal,Cooch Behar,Cooch Behar,"Sagardighi North Collectorate Building,  P.O. Cooch Behar  ",736101,"03582 227693, 03583 227497",N/A,N/A,,,,,,Private,DL-96-MB/SLA/CLAA/WB
Balurghat District Hospital Blood Bank,West Bengal,Dakshin Dinajpur, Balurghat,"West Dinajpur, Balurghat",733127,"03522 255 288, 03522 270464, 03522 255641",7797222313,,bloodbank.dd@gmail.com,Dr.Aniruddha Mridha,,9434503552,mridhaaniruddha@gmail.com,Government,DL-50-MB/SLA/CLAA/WB
Base Hospital and Blood Bank,West Bengal,DARJEELING,Darjeeling,"158, C/O 99 APO, Siliguri ",,8116603913,9733649581,N/A,,,,,,Government,DL-91-MB/SLA/CLAA/WB
Darjeeling District Hospital Blood Bank ,West Bengal,DARJEELING,Darjeeling,"Hill Cart Road, Near Darjeeling Police Station",734101,"03542 2254218,  03542 255636",,,,Dr. Manoj Saha,,9051830459,superdarjeeling@gmail.com,Government,DL-56-MB/SLA/CLAA/WB
S.D. Hospital Blood Bank Siliguri,West Bengal,DARJEELING,Darjeeling,P.O. Siliguri,734001,0353 2533133,9126442648,N/A,,Dr. Jaya Bagchi Samaddar,9434641050,9434641050,jbsam_ae@yahoo.com,Government,DL-58-MB/SLA/CLAA/WB
Kalimpong Sub Divisional Hospital Blood Bank ,West Bengal,DARJEELING,Kalimpong,"Kalimpong Hospital, Chotta Bhalukhop",734316," 03552 255 363, 03552255245",,,bloodbankkalimpong@gmail.com,Dr. R. Lama,,9932792250,renukalama1966@gmail.com,Government,DL-59-MB/SLA/CLAA/WB
Kurseong Sub Divisional Hospital Blood Bank ,West Bengal,DARJEELING,Kurseong,"Burdawan Road, Near Kurseong Palace Hotel",734203,0354 2344333,"09434176999, 09474896980",,bloodbankkurseong@gmail.com,Dr.Tashi Palmu Dupka,,7679657411,doctordukpa@gmail.com,Government,DL-57-MB/SLA/CLAA/WB
North Bengal Medical College Hospital Blood Bank,West Bengal,DARJEELING,Siliguri,"Thiknikata,  P.O. Shusrut Nagar",734012,"03532585174, 03532 585483",9433038175,,mridumaydas@gmail.com,Dr Mridumay Das,,9434121152,mridumaydas@gmail.com,Government,DL-27-MB/SLA/CLAA/WB
North Bengal Voluntary Blood Bank and Research Centre,West Bengal,DARJEELING,Siliguri,"Bimal Sinha Sarani, Bidhan Road,  H.No. 271/235, Bidhan Market , Siliguri ",734401,0353 2529077,9830033856,N/A,,Dr. Sumit Chakraborty,9832096884,9832096884,,Private,DL-92-MB/SLA/CLAA/WB
Siliguri Terai Lions Charitable Trust Blood Bank ,West Bengal,DARJEELING,Siliguri,"A Unit of Lions Club of Siliguri Terai,
Dist 322F,  2nd Mile, Sevoke Road, Siliguri.",734001,0353 2548925,9433379879,,"terailionsbloodbank@gmail.com, bhashkarbhardwaj@gmail.com",Priakshi Barua Chowdhury,,9933304056,drpriyakshi@rediffmail.com,Charity,DL-113-MB/SLA/CLAA/WB
"Paul P. Harris, Siliguri Rotary Blood Bank",West Bengal,DARJEELING,Siliguri,"Rotary Hall, Pradhan Nagar, 
Near Medica North Bengal Clinic",734003,0353 2573240,9933003240,,paul.p.harris.rotarybloodbank@gmail.com,Dr B. K. Chakraborty,,9434350270,,Charity,DL-95-MB/SLA/CLAA/WB
Arambagh Sub Divisional Hospital Blood Bank ,West Bengal,HOOGHLY,Arambagh,Opposite to ravindra Bhavan,712601,"03211 255962, 03211 255095",9830314228,,,Dr. Ajoy Negoi,,7602076525,arambagh.s.dhospital@gmail.com,Government,DL-118-MB/SLA/CLAA/WB
Imambara Sadar Hospital Blood Bank,West Bengal,HOOGHLY,Chinsurah,"New Hospital Road, Akhanbazar",712101,033 26800236,9433114777,,moicbb.dhhooghly@gmail.com,Dr. S. B Goswami,,9433114777,moicbb.dhhooghly@gmail.com,Government,DL-21-MB/SLA/CLAA/WB
Chandannagar Sub Divisional Hospital Blood Bank ,West Bengal,HOOGHLY,Hooghly," Helapukur Rd, Last French Colony, Chandannagar",712136,"033 2683 5398, 033 26859443",8348090946,,bloodbankchandannagar@gmail.com,Dr. Shampa Sarkar,,9614769492,drsampa923@gmail.com,Government,DL-10-MB/SLA/CLAA/WB
Walsh Hospital  Blood Bank,West Bengal,HOOGHLY,Serampore,"Serampore Walsh S.D. Hospital, 22/A T.C Goswami Street, Opposite Holy home school",712201,033 26526305,,,walshsd.bb@gmail.com,Dr. Pronobesh Mukherji,,9883015023,"superwalsh2015@gmail.com, pronobesh1959@gmail.com, p.mukherji@live.in",Government,DL-40-MB/SLA/CLAA/WB
Sanjiban Hospital Blood Bank,West Bengal,HOWRAH,"Fuleswar, Uluberia","A Unit of Chikitsabrati Udyog
Monsatala More, Fuleswas, P.O. Sijberia",711316,"033 71666026, 03371666000",9674966026,3371666000,shbloodbank.savealife@gmail.com,Dr.Mrs.Shyamala Bai Saha,,9339207842,shyamalabaisaha@gmail.com,Private,DL-137-MB/SLA/CLAA/WB
Howrah Orthopaedic Hospital Blood Bank,West Bengal,HOWRAH,Howrah,"222, Church Road, Howrah Railway Station
Near Bijoy krishna Girls&#39; college",711101,"033-26413688, 033 26411642",9830403315,,reshmibasu2009@yahoo.com,Reshmi Basu,,9002022505,reshmibasu2009@yahoo.com,Government,DL-60-MB/SLA/CLAA/WB
Howrah District Hospital Blood Bank,West Bengal,HOWRAH,Howrah,"09, Biplabi Haren Ghosh Sarani",711101,033 26411227 / 033 26418821,9002022505,,hdh.bloodbank@gmail.com,Dr. Deb Kumar Chattopadhyay,,9432401182,,Government,DL-38-MB/SLA/CLAA/WB
Uluberia Sub-Divisional Hospital Blood Bank ,West Bengal,HOWRAH,Uluberia,"Uluberia Station Road, Near Uluberia Station",711316,033 26612928,9831060270,,supdt.ulusdh@gmail.com,Dr Amitava Sarkar,,9433182956,gopalsrk.as@gmail.com,Government,DL-115-MB/SLA/CLAA/WB
"Blood Bank, 164, Millitary Hospital",West Bengal,JALPAIGURI,Binnaguri,99 A.P.O. Binnaguri,N/A,"0356 3259773, 0356 3259773 ",9433099426,N/A,,,9433099426,,,Government,DL-99-MB/SLA/CLAA/WB
Air Force Hospital Blood Bank,West Bengal,JALPAIGURI,Jalpaiguri,"No. 10 , P.O. Hasimara",735215,03566 255060,9410735514,N/A,,,,,,Government,DL-103-MB/SLA/CLAA/WB
Alipurduar Sub Divisional Hospital Blood Bank ,West Bengal,JALPAIGURI,Jalpaiguri,"Hospital Rd, Alipurduar",736121,03564 274085,"094338 68582, 09474347380",,apdsdbb@gmail.com,Dr.Uttam kanri,,0v,apdsdhbb@gmail.com,Government,DL-73-MB/SLA/CLAA/WB
Jalpaiguri Sub Divisonal Hospital Blood Bank,West Bengal,JALPAIGURI,Jalpaiguri,Hospital para ,735101,03561 220047,9433437383,,jbb.03561@gmail.com,Dr Kailash Chandra Roy,,9593854768,kailashroy@gmail.com,Government,DL-9-MB/SLA/CLAA/WB
B.M. Birla Heart Research Centre Blood Bank,West Bengal,KOLKATA,KOLKATA," 1/1 National Library Avenue
",700027,"033 30403040, 033 30403112 ",033-30403114,3330403040,bmbhrc.bloodbank@birlaheart.org,Dr Devashish R Desai,033-30403114,033-30403112,bmbhrc.bloodbank@birlaheart.org,Private,DL-63-MB/SLA/CLAA/WB
B.R. Singh Hospital Blood Bank,West Bengal,KOLKATA,Kolkata,"Eastern Railway, Sealdah ",700014,033 23523679,9434176999,N/A,,,9434176999,,,Government,DL-61-MB/SLA/CLAA/WB
Belle Vue Clinic Blood Bank,West Bengal,KOLKATA,Kolkata,"9, Dr. U. N. Bramachari Street.",700017,"033 22872321, 033 22876725, 033 22877973",N/A,N/A,,Dr. S. Coondu ,9830139352,9830139352,,Private,DL-135-MB/SLA/CLAA/WB
Bhoruka Research Centre for Haematology and Blood Transfusion,West Bengal,KOLKATA,Kolkata,"63 Rafi Ahmed Kidwai Road, Kolkata ",700016,033 22658092,N/A,N/A,bloodbank@bhoruka.org,Dr. Sumita Banerjee,,,,Government,DL-6-MB/SLA/CLAA/WB
Peerless Hospital and Research Center Limited Blood Bank,West Bengal,KOLKATA,Kolkata,360 Panchasayar,700094,"03211 24622394, 03211 24620071, 03211 24620072, 03211 24620073",9433174948,N/A,, Dr. Purusottam Chattopadhyay ,9051953591,9433174948,,Private,DL-1-MB/SLA/CLAA/WB
